N_unmapped	1976638	1976638	1976638
N_multimapping	2515625	2515625	2515625
N_noFeature	3678679	18909149	18897734
N_ambiguous	1779839	349663	350953
DDX11L1	1	1	0
WASH7P	874	439	435
MIR6859-1	8	3	5
MIR1302-2HG	0	0	0
MIR1302-2	0	0	0
FAM138A	0	0	0
OR4F5	0	0	0
LOC100996442	8	4	4
LOC729737	10	3	7
DDX11L17	154	70	84
WASH9P	602	304	298
MIR6859-2	0	0	0
LOC107985721	0	0	0
LOC112268260	0	0	0
OR4F29	0	0	0
LOC100132287	6	1	5
LOC105378947	1	0	1
LOC101928626	0	0	0
MIR12136	12	9	3
OR4F16	1	0	1
LOC100288069	484	242	242
LINC01409	15	6	11
FAM87B	8	3	5
LINC00115	40	18	27
LINC01128	718	356	367
LOC107984850	1	0	1
FAM41C	0	0	0
LOC284600	230	126	104
LINC02593	197	95	102
LOC107985728	187	102	98
SAMD11	2592	2284	2439
NOC2L	10221	6176	6164
KLHL17	2358	1202	1156
PLEKHN1	2	1	1
PERM1	0	0	0
HES4	855	411	444
ISG15	318	158	160
AGRN	17746	8900	8849
LOC100288175	18	14	10
LOC105378948	11	8	9
RNF223	5	5	2
C1orf159	1761	850	911
LINC01342	0	0	0
MIR200B	0	0	0
MIR200A	0	0	0
MIR429	0	0	0
TTLL10-AS1	0	0	0
TTLL10	16	8	8
TNFRSF18	19	12	8
TNFRSF4	23	8	15
SDF4	12225	6123	6103
B3GALT6	2535	1250	1285
C1QTNF12	59	39	20
UBE2J2	6299	3072	3228
LINC01786	69	36	33
SCNN1D	311	160	151
ACAP3	3837	1864	1974
MIR6726	0	0	0
SNORD167	0	0	0
PUSL1	1372	772	749
INTS11	5372	2711	2810
MIR6727	0	0	0
CPTP	1713	850	863
TAS1R3	20	28	14
DVL1	5855	2918	2958
MIR6808	0	0	0
MXRA8	443	234	209
AURKAIP1	6947	3454	3494
CCNL2	6994	3525	3470
MRPL20-AS1	1047	879	823
MRPL20	3079	1819	1914
MRPL20-DT	665	336	330
LOC107984868	8	4	4
ANKRD65	197	121	101
LOC105378585	36	27	34
TMEM88B	60	34	29
LINC01770	15	9	12
LOC107985729	7	4	7
VWA1	25	11	14
ATAD3C	0	0	0
ATAD3B	5989	2958	3031
ATAD3A	6428	3175	3260
TMEM240	1153	589	569
SSU72	7428	3655	3773
FNDC10	422	290	315
LOC105378586	2	106	79
MIB2	3655	1833	1823
MMP23B	250	220	241
CDK11B	4618	2369	2449
SLC35E2B	5224	2601	2626
MMP23A	13	10	4
CDK11A	2728	1429	1299
SLC35E2A	1643	872	837
LOC112268218	6	204	247
NADK	3576	1964	1989
GNB1	11306	5767	5557
LOC105378949	9	17	10
CALML6	3	3	0
TMEM52	2	1	1
CFAP74	0	0	0
LOC107984872	1	1	0
LOC105378589	0	0	0
GABRD	5	3	2
LOC105378590	0	0	0
LOC105378591	0	0	0
PRKCZ	359	330	383
PRKCZ-AS1	53	27	29
FAAP20	1772	1248	1199
LOC112268219	522	413	433
LOC105378593	0	0	0
SKI	6589	3266	3325
MORN1	360	182	184
LOC100129534	73	37	38
RER1	2543	1844	1789
PEX10	473	759	840
PLCH2	3	20	25
PANK4	47	20	27
HES5	0	0	0
TNFRSF14-AS1	0	0	0
TNFRSF14	0	0	0
LOC100996583	0	0	0
PRXL2B	1	1	0
MMEL1	0	0	0
MMEL1-AS1	0	0	0
TTC34	1	1	0
LOC105378603	0	0	0
LOC105378602	0	0	0
LOC105378601	0	0	0
LOC112268220	0	0	0
LOC107985732	0	0	0
LOC105378600	0	0	0
LOC105378598	0	0	0
LOC107984904	0	0	0
LOC105378599	0	0	0
ACTRT2	0	0	0
PRDM16-DT	0	0	0
PRDM16	4	1	3
MIR4251	0	0	0
LOC105378606	0	0	0
LOC107984909	0	0	0
LOC105378605	0	0	0
LOC105378604	0	0	0
ARHGEF16	102	54	48
MEGF6	29	10	19
LOC105378608	0	0	0
MIR551A	0	0	0
LOC105378607	0	0	0
TPRG1L	1334	646	688
WRAP73	778	385	393
TP73	2358	1263	1180
TP73-AS3	1	0	1
LOC105378609	2	2	0
TP73-AS1	2748	1397	1436
CCDC27	4	1	3
SMIM1	0	0	0
LRRC47	3286	1663	1623
CEP104	2902	1458	1451
DFFB	314	164	164
LOC107984910	20	15	12
C1orf174	1104	540	565
LINC01134	53	30	24
LINC01346	0	0	0
LINC01345	1	0	1
LINC02780	0	0	0
LINC01777	0	0	0
LOC105376674	0	0	0
LINC01646	0	0	0
LOC107985376	0	0	0
AJAP1	147	73	74
LINC02781	0	0	0
LOC102724429	0	0	0
LINC02782	0	0	0
LOC105376682	0	0	0
LOC107984911	0	0	0
LOC105376686	0	0	0
MIR4689	1	0	1
NPHP4	1071	521	550
KCNAB2	507	257	251
CHD5	237	109	128
LOC105376687	1	1	0
RPL22	14412	7066	7347
LOC107985733	0	0	1
RNF207-AS1	0	0	0
RNF207	9	42	42
ICMT	4141	2138	2077
LINC00337	12	5	7
HES3	0	0	0
GPR153	7262	3532	3730
ACOT7	2894	1442	1452
HES2	12	6	6
ESPN	10	11	21
MIR4252	0	0	0
TNFRSF25	163	85	100
PLEKHG5	733	353	380
NOL9	2028	1001	1027
TAS1R1	7	4	4
LOC107984912	0	1	0
ZBTB48	821	393	428
KLHL21	6022	2967	3056
LOC107984913	58	31	27
PHF13	3199	1608	1592
THAP3	1244	1506	1443
DNAJC11	2235	1917	2023
LINC01672	1	1	0
CAMTA1-DT	46	23	23
CAMTA1	2031	1040	991
LOC105376692	0	0	0
CAMTA1-AS2	5	4	1
CAMTA1-AS1	0	0	0
LOC105376691	1	1	0
LOC105376689	92	38	54
VAMP3	2372	1222	1150
PER3	275	126	149
UTS2	0	0	0
TNFRSF9	0	0	0
PARK7	12241	6165	6076
ERRFI1	6385	3175	3210
LOC107984915	1	0	1
LINC01714	1	0	1
LOC105376695	0	0	0
SLC45A1	283	147	136
RERE	7627	3737	3890
RERE-AS1	0	0	0
SNORD128	0	0	0
ENO1	96410	48166	48257
MIR6728	1	0	1
ENO1-AS1	52	24	41
LOC112268261	1	0	1
CA6	0	0	0
SLC2A7	0	0	0
SLC2A5	2	2	0
GPR157	302	140	162
MIR34AHG	2	2	0
MIR34A	0	0	0
LNCTAM34A	2	2	0
H6PD	648	320	328
SPSB1	160	85	75
LINC02606	23	8	15
SLC25A33	1252	626	626
TMEM201	7233	3640	3593
LOC105376712	0	0	0
PIK3CD	599	451	443
PIK3CD-AS1	0	0	0
PIK3CD-AS2	173	96	77
CLSTN1	10825	5519	5601
CTNNBIP1	406	290	310
LOC105376717	1	103	92
LZIC	2106	1048	1068
NMNAT1	455	228	237
TMEM274P	2	0	2
MIR5697	0	0	0
RBP7	2	1	1
UBE4B	3712	1856	1856
KIF1B	4753	2383	2370
LOC105376725	0	0	0
PGD	12759	6436	6324
CENPS-CORT	3	1	2
CENPS	44	22	22
CORT	14	10	4
