N_unmapped	2030791	2030791	2030791
N_multimapping	2603486	2603486	2603486
N_noFeature	3984348	19702624	19676365
N_ambiguous	1831359	365939	367310
DDX11L1	0	1	0
WASH7P	969	492	478
MIR6859-1	8	4	4
MIR1302-2HG	0	0	0
MIR1302-2	0	0	0
FAM138A	0	0	0
OR4F5	0	0	0
LOC100996442	11	5	6
LOC729737	10	6	4
DDX11L17	148	78	70
WASH9P	611	295	316
MIR6859-2	0	0	0
LOC107985721	1	1	0
LOC112268260	1	1	0
OR4F29	0	0	0
LOC100132287	4	0	4
LOC105378947	2	0	2
LOC101928626	0	0	0
MIR12136	19	11	8
OR4F16	2	1	1
LOC100288069	517	261	257
LINC01409	30	16	16
FAM87B	11	5	6
LINC00115	40	22	20
LINC01128	817	412	406
LOC107984850	1	1	0
FAM41C	0	0	0
LOC284600	265	116	149
LINC02593	191	91	100
LOC107985728	252	149	131
SAMD11	2610	2502	2508
NOC2L	10339	6349	6363
KLHL17	2542	1297	1246
PLEKHN1	3	1	3
PERM1	1	2	0
HES4	648	333	317
ISG15	297	130	169
AGRN	16689	8313	8378
LOC100288175	25	19	9
LOC105378948	9	4	8
RNF223	0	0	0
C1orf159	1656	830	826
LINC01342	0	0	0
MIR200B	0	0	0
MIR200A	0	0	0
MIR429	0	0	0
TTLL10-AS1	0	0	1
TTLL10	18	10	9
TNFRSF18	25	14	11
TNFRSF4	14	6	10
SDF4	10911	5366	5546
B3GALT6	2321	1174	1148
C1QTNF12	48	22	27
UBE2J2	5929	2951	2978
LINC01786	70	33	37
SCNN1D	266	129	137
ACAP3	4031	2028	2003
MIR6726	0	0	0
SNORD167	0	0	0
PUSL1	1235	666	711
INTS11	5384	2708	2818
MIR6727	0	0	0
CPTP	1665	890	775
TAS1R3	16	17	24
DVL1	5867	3022	2870
MIR6808	0	0	0
MXRA8	406	197	209
AURKAIP1	6677	3236	3442
CCNL2	7380	3786	3596
MRPL20-AS1	1045	872	846
MRPL20	3030	1816	1885
MRPL20-DT	684	346	338
LOC107984868	6	2	4
ANKRD65	185	117	95
LOC105378585	47	43	31
TMEM88B	64	28	39
LINC01770	6	8	7
LOC107985729	4	4	6
VWA1	28	12	16
ATAD3C	1	1	0
ATAD3B	6130	2986	3144
ATAD3A	7115	3599	3519
TMEM240	779	389	393
SSU72	7558	3753	3805
FNDC10	336	267	221
LOC105378586	7	67	92
MIB2	3798	1901	1899
MMP23B	171	201	162
CDK11B	5141	2714	2610
SLC35E2B	5934	2993	2941
MMP23A	3	3	0
CDK11A	3010	1503	1507
SLC35E2A	1892	1031	945
LOC112268218	2	194	217
NADK	3475	1867	1920
GNB1	11797	5955	5864
LOC105378949	10	18	14
CALML6	9	4	5
TMEM52	0	0	0
CFAP74	0	0	0
LOC107984872	0	0	0
LOC105378589	0	0	0
GABRD	3	1	2
LOC105378590	0	0	0
LOC105378591	0	0	0
PRKCZ	356	347	345
PRKCZ-AS1	37	20	23
FAAP20	1696	1205	1120
LOC112268219	500	401	398
LOC105378593	0	0	0
SKI	5859	2902	2957
MORN1	352	183	176
LOC100129534	56	33	23
RER1	2564	1787	1807
PEX10	429	752	747
PLCH2	1	21	27
PANK4	44	25	19
HES5	0	0	0
TNFRSF14-AS1	0	0	0
TNFRSF14	0	0	0
LOC100996583	0	0	0
PRXL2B	0	0	0
MMEL1	0	0	0
MMEL1-AS1	0	0	0
TTC34	0	0	0
LOC105378603	0	0	0
LOC105378602	0	0	0
LOC105378601	0	0	0
LOC112268220	0	0	0
LOC107985732	0	0	0
LOC105378600	0	0	0
LOC105378598	0	0	0
LOC107984904	0	0	0
LOC105378599	0	0	0
ACTRT2	0	0	0
PRDM16-DT	1	0	1
PRDM16	5	2	3
MIR4251	2	0	2
LOC105378606	0	0	0
LOC107984909	0	0	0
LOC105378605	1	0	1
LOC105378604	1	0	1
ARHGEF16	76	36	40
MEGF6	48	26	23
LOC105378608	0	0	0
MIR551A	0	0	0
LOC105378607	0	0	0
TPRG1L	1431	737	695
WRAP73	728	369	359
TP73	2347	1253	1184
TP73-AS3	5	2	3
LOC105378609	3	1	2
TP73-AS1	2654	1353	1391
CCDC27	2	2	0
SMIM1	1	0	1
LRRC47	3505	1755	1750
CEP104	3268	1644	1630
DFFB	318	164	160
LOC107984910	26	15	11
C1orf174	1279	650	629
LINC01134	49	21	28
LINC01346	0	0	0
LINC01345	0	0	0
LINC02780	0	0	0
LINC01777	0	0	0
LOC105376674	0	0	0
LINC01646	0	0	0
LOC107985376	0	0	0
AJAP1	145	69	76
LINC02781	0	0	0
LOC102724429	0	0	0
LINC02782	0	0	0
LOC105376682	0	0	0
LOC107984911	0	0	0
LOC105376686	0	0	0
MIR4689	0	0	0
NPHP4	1237	642	595
KCNAB2	548	247	303
CHD5	253	140	113
LOC105376687	0	0	0
RPL22	16952	8305	8647
LOC107985733	3	3	0
RNF207-AS1	0	0	0
RNF207	5	42	46
ICMT	4183	2079	2187
LINC00337	17	11	6
HES3	0	0	0
GPR153	6294	3172	3124
ACOT7	2967	1496	1471
HES2	13	4	9
ESPN	15	27	22
MIR4252	0	0	0
TNFRSF25	152	85	101
PLEKHG5	802	411	391
NOL9	2051	986	1065
TAS1R1	17	11	9
LOC107984912	0	1	2
ZBTB48	828	418	410
KLHL21	5702	2775	2927
LOC107984913	71	36	36
PHF13	3106	1534	1573
THAP3	1325	1482	1492
DNAJC11	2486	2038	2097
LINC01672	0	0	0
CAMTA1-DT	36	19	17
CAMTA1	2416	1179	1237
LOC105376692	0	0	0
CAMTA1-AS2	4	2	2
CAMTA1-AS1	0	0	0
LOC105376691	0	0	0
LOC105376689	74	31	43
VAMP3	2394	1220	1174
PER3	284	134	150
UTS2	0	0	0
TNFRSF9	2	1	1
PARK7	13129	6444	6685
ERRFI1	6597	3294	3303
LOC107984915	3	1	2
LINC01714	0	0	0
LOC105376695	0	0	0
SLC45A1	251	121	130
RERE	7601	3785	3816
RERE-AS1	1	0	1
SNORD128	0	0	0
ENO1	97134	48515	48635
MIR6728	0	0	0
ENO1-AS1	78	48	46
LOC112268261	0	0	0
CA6	0	0	0
SLC2A7	0	0	0
SLC2A5	2	2	0
GPR157	390	208	182
MIR34AHG	1	1	0
MIR34A	0	0	0
LNCTAM34A	0	0	0
H6PD	805	385	420
SPSB1	175	84	91
LINC02606	23	11	12
SLC25A33	1342	665	677
TMEM201	7278	3708	3571
LOC105376712	0	0	0
PIK3CD	607	451	506
PIK3CD-AS1	0	0	0
PIK3CD-AS2	181	86	95
CLSTN1	10424	5391	5384
CTNNBIP1	401	319	306
LOC105376717	3	109	118
LZIC	2175	1119	1066
NMNAT1	465	227	248
TMEM274P	5	1	4
MIR5697	0	0	0
RBP7	1	0	1
UBE4B	3845	1924	1921
KIF1B	4633	2319	2315
LOC105376725	3	2	2
PGD	13947	6919	7028
CENPS-CORT	2	2	0
CENPS	27	14	13
CORT	10	6	4
DFFA	3815	1898	1917
PEX14	2266	1369	897
CASZ1	891	410	481
LOC105376733	0	0	0
LOC105376735	1	0	1
C1orf127	1	1	0
TARDBP	10402	5252	5203
MASP2	109	96	66
SRM	5679	2893	2786
EXOSC10	3963	2178	2105
EXOSC10-AS1	15	163	172
MTOR	5518	3003	3051
MTOR-AS1	2	155	110
ANGPTL7	2	1	2
UBIAD1	1843	1095	1020
LOC105376737	0	0	0
LOC105376739	0	0	0
LOC105376740	4	2	2
DISP3	1	1	0
LOC112268221	0	0	0
LINC01647	2	2	0
FBXO2	4	1	3
FBXO44	23	16	7
FBXO6	28	17	11
MAD2L2	7779	3790	3991
DRAXIN	2868	1421	1449
AGTRAP	1341	703	638
C1orf167	0	118	134
C1orf167-AS1	0	0	0
MTHFR	477	358	373
CLCN6	1071	538	535
NPPA-AS1	3	6	3
NPPA	2	4	4
NPPB	1	1	0
RNU5E-1	2	0	2
KIAA2013	6003	3038	2966
PLOD1	16034	8178	7856
MFN2	8872	4522	4351
MIIP	2161	1108	1053
MIR6729	0	0	0
TNFRSF8	14	8	6
MIR7846	0	0	0
TNFRSF1B	5	3	2
MIR4632	0	0	0
LOC107984917	0	0	0
VPS13D	1495	725	770
SNORA59A	5	4	1
LINC02766	0	0	0
DHRS3	8	6	2
MIR6730	0	0	0
AADACL4	0	0	0
AADACL3	0	0	0
C1orf158	0	0	0
PRAMEF12	0	0	0
PRAMEF1	0	0	0
LINC01784	0	0	0
PRAMEF11	0	0	0
HNRNPCL1	0	0	0
PRAMEF2	0	0	0
PRAMEF4	0	0	0
PRAMEF10	0	0	0
PRAMEF7	0	0	0
PRAMEF6	0	0	0
PRAMEF27	0	0	0
HNRNPCL3	0	0	0
PRAMEF25	0	0	0
PRAMEF34P	0	0	0
HNRNPCL2	0	0	0
PRAMEF36P	0	0	0
PRAMEF26	0	0	0
HNRNPCL4	0	0	0
PRAMEF9	0	0	0
PRAMEF13	0	0	0
PRAMEF18	0	0	0
PRAMEF5	0	0	0
PRAMEF8	0	0	0
PRAMEF33	0	0	0
PRAMEF15	0	0	0
PRAMEF14	0	0	0
PRAMEF19	0	0	0
PRAMEF17	0	0	0
PRAMEF20	0	0	0
LRRC38	0	0	0
LOC102724856	0	0	0
LOC107984918	0	0	0
PDPN	1	0	1
LOC107984919	0	0	0
LOC105378612	1	0	1
LOC105376756	0	0	0
PRDM2	2341	1176	1165
KAZN	1367	773	724
LOC107985467	0	0	0
LOC107985468	0	0	0
KAZN-AS1	3	2	1
LOC105376759	0	0	0
LOC107985469	1	0	1
TMEM51-AS1	16	72	81
TMEM51	1842	920	929
TMEM51-AS2	3	2	1
FHAD1	24	19	13
FHAD1-AS1	6	6	8
LOC101927441	6	3	3
EFHD2	8387	4186	4201
CTRC	10	6	4
CELA2A	8	6	3
LOC105376767	2	3	0
CELA2B	11	7	10
CASP9	637	334	309
DNAJC16	1083	517	570
SCARNA21B	0	0	0
AGMAT	5	5	4
DDI2	3219	1636	1583
RSC1A1	0	0	0
PLEKHM2	4104	2083	2021
SLC25A34	81	35	55
SLC25A34-AS1	0	8	1
TMEM82	0	0	0
FBLIM1	2	1	1
UQCRHL	168	70	98
FLJ37453	269	308	289
SPEN	10281	5547	5589
ZBTB17	2316	1425	1418
SRARP	0	0	0
HSPB7	1005	487	518
CLCNKA	24	13	11
CLCNKB	0	0	0
FAM131C	2	1	1
EPHA2	22585	11293	11296
LOC101927479	45	25	24
ARHGEF19	43	18	25
ANO7L1	4	1	3
CPLANE2	91	45	46
FBXO42	1377	646	731
SZRD1	5110	5826	5782
SPATA21	3	3230	3271
NECAP2	2422	1192	1230
LINC01772	13	7	17
CROCCP3	284	157	146
RNU1-1	0	0	0
TRN-GTT5-1	0	0	0
LINC01783	1	1	0
TRE-TTC4-1	0	0	0
TRG-CCC1-1	0	0	0
NBPF1	1856	914	942
LOC105376794	1520	1431	1464
CROCCP2	721	1054	1048
MST1P2	49	22	29
LOC107985736	2	2	0
RNU1-3	0	0	0
TRG-CCC4-1	0	0	0
ESPNP	114	54	60
TRG-CCC5-1	0	0	0
RNU1-4	0	0	0
MST1L	16	8	10
MIR3675	0	0	0
TRG-CCC1-2	0	0	0
LOC112267871	3	2	1
TRE-TTC3-1	0	0	0
TRN-GTT13-1	1	1	0
LOC105376805	5	1	4
TRN-GTT4-1	0	0	0
RNU1-2	0	0	0
CROCC	1972	1026	958
MFAP2	0	0	0
LOC105376806	0	0	0
ATP13A2	2233	1117	1116
SDHB	2503	1194	1309
PADI2	8	2	6
LOC105376808	0	0	0
LINC02783	0	0	0
PADI1	0	0	0
PADI3	0	0	0
MIR3972	0	0	0
PADI4	0	0	0
PADI6	0	0	0
RCC2	0	0	0
RCC2-AS1	0	0	0
ARHGEF10L	1859	887	972
LINC02810	0	0	0
ACTL8	0	0	0
LOC105376809	1	0	1
LOC105376812	0	0	0
LINC01654	0	0	0
IGSF21	4	1	3
IGSF21-AS1	0	0	0
KLHDC7A	0	0	0
PAX7	54	28	26
TAS1R2	0	0	0
ALDH4A1	867	441	426
MIR4695	0	0	0
MIR1290	0	0	0
IFFO2	693	347	346
LOC105376815	0	0	0
UBR4	13748	6744	7023
EMC1-AS1	8	424	426
EMC1	7496	4091	4218
MRTO4	4916	2425	2492
AKR7L	16	7	9
AKR7A3	17	6	11
LOC100506730	102	46	56
AKR7A2	1792	871	921
SLC66A1	1998	974	1025
CAPZB	6957	3490	3467
LOC105376819	0	0	0
LOC105376818	0	0	0
LOC105376817	0	0	0
LOC105378614	0	0	0
MICOS10-NBL1	0	0	0
MICOS10	1160	594	566
RPS14P3	52	32	20
NBL1	1	0	1
HTR6	8	4	4
TMCO4	3100	1562	1538
RNF186	5	5	0
LOC105376823	0	0	0
OTUD3	2665	1291	1374
PLA2G2E	1	1	0
PLA2G2A	2	2	0
PLA2G5	152	86	66
PLA2G2D	0	0	0
PLA2G2F	0	0	0
LOC117779438	0	0	0
PLA2G2C	0	0	0
UBXN10	0	0	0
LOC105376825	0	0	0
LOC105376826	0	0	0
LINC01757	0	0	0
LOC105376828	0	0	0
VWA5B1	60	29	32
LINC01141	2	1	2
CAMK2N1	491	251	240
MUL1	1698	875	823
FAM43B	27	13	14
CDA	0	0	0
PINK1	402	657	645
MIR6084	0	0	0
PINK1-AS	181	498	578
DDOST	10915	5424	5491
KIF17	44	20	24
SH2D5	696	335	361
HP1BP3	11537	5734	5803
EIF4G3	5316	2698	2618
LOC105376830	3	1	2
LOC105376829	3	1	2
MIR1256	0	0	0
ECE1	10306	5123	5188
ECE1-AS1	3	4	4
LOC105376832	0	0	0
NBPF3	390	194	196
ALPL	8	4	4
LINC02596	0	0	0
RAP1GAP	344	168	176
USP48	3009	1506	1503
LDLRAD2	24	6509	6683
HSPG2	48338	30937	30571
CELA3B	0	0	0
CELA3A	1	0	1
LINC01635	25	11	15
LINC00339	290	160	153
CDC42-AS1	4	12	14
CDC42	12482	6329	6155
WNT4	52	21	33
LOC105376845	14	7	9
LOC105376850	18	7	11
LOC107985377	0	0	0
