N_unmapped	1858690	1858690	1858690
N_multimapping	2411148	2411148	2411148
N_noFeature	3898321	18494406	18454850
N_ambiguous	1724705	342599	342976
DDX11L1	1	1	1
WASH7P	900	464	437
MIR6859-1	4	2	2
MIR1302-2HG	2	1	1
MIR1302-2	0	0	0
FAM138A	0	0	0
OR4F5	0	0	0
LOC100996442	14	8	6
LOC729737	23	13	10
DDX11L17	149	82	67
WASH9P	619	304	315
MIR6859-2	0	0	0
LOC107985721	2	0	2
LOC112268260	4	3	1
OR4F29	0	0	0
LOC100132287	4	2	2
LOC105378947	1	1	0
LOC101928626	0	0	0
MIR12136	14	9	5
OR4F16	0	0	0
LOC100288069	577	305	274
LINC01409	28	19	14
FAM87B	10	3	9
LINC00115	32	17	18
LINC01128	768	355	413
LOC107984850	0	0	0
FAM41C	2	1	1
LOC284600	247	131	116
LINC02593	207	99	108
LOC107985728	230	118	123
SAMD11	2682	2381	2333
NOC2L	9205	5516	5710
KLHL17	2235	1130	1106
PLEKHN1	1	0	2
PERM1	2	0	3
HES4	794	368	427
ISG15	274	135	140
AGRN	17313	8651	8666
LOC100288175	18	15	7
LOC105378948	4	5	3
RNF223	1	0	1
C1orf159	1597	853	744
LINC01342	1	0	1
MIR200B	0	0	0
MIR200A	0	0	0
MIR429	0	0	0
TTLL10-AS1	1	1	1
TTLL10	19	7	13
TNFRSF18	8	1	7
TNFRSF4	22	10	14
SDF4	10452	5125	5329
B3GALT6	2220	1134	1086
C1QTNF12	55	19	36
UBE2J2	5298	2629	2669
LINC01786	78	36	42
SCNN1D	313	180	133
ACAP3	4069	2012	2058
MIR6726	0	0	0
SNORD167	0	0	0
PUSL1	1083	612	618
INTS11	4822	2500	2469
MIR6727	0	0	0
CPTP	1480	753	727
TAS1R3	14	20	15
DVL1	5143	2598	2566
MIR6808	0	0	0
MXRA8	397	194	204
AURKAIP1	5596	2790	2807
CCNL2	7257	3640	3619
MRPL20-AS1	977	747	828
MRPL20	2788	1712	1672
MRPL20-DT	573	284	289
LOC107984868	9	4	5
ANKRD65	183	109	101
LOC105378585	38	32	34
TMEM88B	73	34	41
LINC01770	19	12	14
LOC107985729	6	7	4
VWA1	28	16	12
ATAD3C	1	0	1
